,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
6,Samarog CM,TRUE,395,Pelda.1896,14114,23.743,99.702,99.568,90.385,89.084,3.989,0,0,0,0.308,186711,0,0,96.6666666666667,0,dps,DPS,
7,Samarog CM,TRUE,395,GoGo.8725,11654,23.466,99.615,97.956,82.622,79.449,0,21.689,0,0,0,320855,1,1,80.1117318435754,2,leftover/trash/whatever,DPS,
8,Samarog CM,TRUE,395,Arikashin.2675,12830,23.708,99.64,99.538,87.078,78.056,0.061,22.164,0,0,0,290850,2,0,80.0249687890137,2,leftover/trash/whatever,DPS,
0,Mursaat Overseer CM,TRUE,108,Tarasicodissa.7084,28258,24.076,97.535,96.836,99.023,30.549,1.153,8.989,0,0,26.943,62330,0,0,93.8461538461538,0,dps,DPS,
2,Mursaat Overseer CM,TRUE,108,Morg.8143,32608,24.037,98.082,96.836,98.42,77.246,0.452,0,0,0,0,70756,0,0,95.9899749373434,0,dps,DPS,Kiter
4,Mursaat Overseer CM,TRUE,108,yelle.7165,35436,24.217,98.569,96.836,98.42,36.453,0,28.666,0,0,0,77265,0,0,95.6810631229236,0,dps,DPS,
6,Mursaat Overseer CM,TRUE,108,Pelda.1896,36746,24.456,97.908,98.754,98.947,93.997,4.247,0,0,0,0.259,73190,0,3,100,0,dps,DPS,
7,Mursaat Overseer CM,TRUE,108,GoGo.8725,27697,24.192,98.569,98.754,98.343,91.748,0,21.479,0,0,0,73431,0,0,95.1612903225806,0,dps,DPS,
8,Mursaat Overseer CM,TRUE,108,Arikashin.2675,24479,24.543,97.908,98.754,98.948,86.833,0,31.333,0,0,0,83321,0,0,99.3492407809111,0,dps,DPS,
0,Cairn CM,TRUE,89,yelle.7165,27288,22.618,99.291,96.111,87.258,33.062,0,24.584,0,0,0,76692,1,0,72.2991689750693,0,dps,DPS,
1,Cairn CM,TRUE,89,Tarasicodissa.7084,29509,24.129,99.537,97.311,99.789,54.61,4.887,0,0,0,2.21,58870,1,1,92.3076923076923,0,dps,DPS,
4,Cairn CM,TRUE,89,Morg.8143,4361,19.66,97.538,91.607,95.184,,0,0,0,0,0,40620,0,0,58.8235294117647,2,leftover/trash/whatever,DPS,
5,Cairn CM,TRUE,89,GoGo.8725,28211,24.671,99.031,98.669,99.102,92.524,0,27.768,0,0,0,46504,0,0,91.9431279620853,0,dps,DPS,
8,Cairn CM,TRUE,89,Arikashin.2675,31893,24.867,99.031,98.669,99.102,92.524,0,19.231,0,0,0,65859,0,0,90.7621247113164,0,dps,DPS,
9,Cairn CM,TRUE,89,Pelda.1896,35304,24.744,99.481,98.669,99.103,92.524,5.103,0,0,0,0,72074,0,1,99.5951417004049,0,dps,DPS,
1,Dhuum CM,TRUE,502,Tarasicodissa.7084,0,15.388,73.857,67.586,48.367,69.68,2.383,0,0,0,0.293,280297,1,8,0,2,leftover/trash/whatever,DPS,
3,Dhuum CM,TRUE,502,Morg.8143,0,19.889,92.793,75.547,69.387,64.832,0,0,0,0,0,106613,0,0,0,2,leftover/trash/whatever,DPS,
4,Dhuum CM,TRUE,502,yelle.7165,0,16.303,83.545,55.292,58.885,61.356,0,13.443,0,0,0,385919,0,0,0,2,leftover/trash/whatever,DPS,
6,Dhuum CM,TRUE,502,Arikashin.2675,0,19.671,92.956,74.049,48.376,60.716,0,10.416,0,0,0,255963,1,0,0,2,leftover/trash/whatever,DPS,
7,Dhuum CM,TRUE,502,GoGo.8725,0,18.727,90.227,74.409,57.56,69.018,1.661,0,0,0,0.106,165793,0,5,0,2,leftover/trash/whatever,DPS,
9,Dhuum CM,TRUE,502,Pelda.1896,0,21.918,93.371,74.474,67.036,83.833,2.25,12.568,0,0,0.394,427444,1,10,0,2,leftover/trash/whatever,DPS,
1,Dhuum CM,TRUE,244,Tarasicodissa.7084,7699,18.81,87.062,61.389,59.7,75.375,3.032,0,0,0,0.749,189445,1,4,98.7730061349693,2,leftover/trash/whatever,DPS,
3,Dhuum CM,TRUE,244,Morg.8143,5284,19.726,88.685,82.837,61.603,68.353,0,0,0,0,0,136183,0,0,88.4955752212389,2,leftover/trash/whatever,DPS,
4,Dhuum CM,TRUE,244,yelle.7165,9692,17.104,94.382,61.54,50.892,52.675,0,15.109,0,0,0,201412,1,0,73.7980769230769,2,leftover/trash/whatever,DPS,
6,Dhuum CM,TRUE,244,Arikashin.2675,7092,18.126,79.65,84.945,42.813,58.43,0,7.606,0,0,0,157216,1,0,88.7788778877888,2,leftover/trash/whatever,DPS,Portal
7,Dhuum CM,TRUE,244,GoGo.8725,4828,16.294,84.875,59.826,48.769,53.309,1.398,0,0,0,0,117018,0,0,86.1788617886179,2,leftover/trash/whatever,DPS,
9,Dhuum CM,TRUE,244,Pelda.1896,12294,22.428,97.66,86.745,57.678,86.316,2.792,8.851,0,0,1.749,199771,1,5,88.0658436213992,2,leftover/trash/whatever,DPS,
0,Soulless Horror CM,TRUE,173,yelle.7165,31677,23.337,97.925,96.859,98.41,89.318,0,34.021,0,0,0.894,218799,0,9,79.0486976217441,0,dps,DPS,
2,Soulless Horror CM,TRUE,173,Tarasicodissa.7084,25657,23.276,97.695,97.862,98.41,93.911,5.364,0,0,0,1.451,204213,0,14,81.8858560794045,0,dps,DPS,
4,Soulless Horror CM,TRUE,173,Morg.8143,26207,20.88,90.463,91.529,88.569,74.675,0,0,0,0,0,243979,2,6,87.4074074074074,0,dps,DPS,
6,Soulless Horror CM,TRUE,173,Arikashin.2675,27666,23.583,96.075,97.979,95.05,94.941,0,29.828,0,0,0,213922,0,8,85.0422195416164,0,dps,DPS,
1,Qadim CM,TRUE,421,yelle.7165,6894,18.832,93.705,57.338,77.967,56.415,0.029,0,0,0,0,330179,0,5,79.6875,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,421,Tarasicodissa.7084,6458,18.179,94.028,90.048,77.298,61.95,0.058,0,0,0,0,146086,0,7,75.4237288135593,2,leftover/trash/whatever,DPS,
4,Qadim CM,TRUE,421,Morg.8143,8256,19.703,96.282,83.857,88.297,69.256,0.193,0,0,0,0,186084,0,10,86.7965367965368,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,421,GoGo.8725,5930,16.983,85.922,83.604,56.366,44.468,0,0,0,0,1.628,210458,1,0,62.015503875969,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,421,Pelda.1896,6908,17.697,93.99,80.902,77.304,56.069,1.465,13.49,0,0,0,192423,1,4,77.5,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,421,Arikashin.2675,5540,16.233,95.803,79.546,69.153,46.306,0.156,12.351,0,0,0,217134,1,2,73.1868131868132,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,172,yelle.7165,6768,22.274,99.988,99.988,93.944,77.755,0.083,0,0,0,0,175984,1,9,75.8196721311475,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,172,Tarasicodissa.7084,4777,22.036,99.953,99.953,87.742,66.319,0,0,0,0,0,125927,1,0,93.3701657458564,2,leftover/trash/whatever,DPS,
4,Qadim CM,TRUE,172,Morg.8143,6483,22.568,99.967,96.04,88.396,73.628,0.391,0,0,0,0,115004,0,0,91.25,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,172,GoGo.8725,4824,15.903,90.922,77.915,50.828,33.482,0,0,0,0,0.871,118250,0,0,94.1176470588235,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,172,Pelda.1896,6654,15.987,99.975,97.98,66.082,42.373,1.351,14.6,0,0,0,133635,1,8,56,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,172,Arikashin.2675,3345,15.823,99.959,99.959,48.197,29.612,0.078,10.351,0,0,0,138372,3,5,66.1764705882353,2,leftover/trash/whatever,DPS,
2,Twin Largos CM,TRUE,341,Morg.8143,8680,16.082,86.357,71.286,56.625,48.63,0.398,0,0,0,0,372389,1,6,52.1621621621622,2,leftover/trash/whatever,DPS,
4,Twin Largos CM,TRUE,341,yelle.7165,6894,17.968,95.717,55.883,65.617,45.813,0,17.354,0,0,0,219821,1,14,67.6348547717842,2,leftover/trash/whatever,DPS,
8,Twin Largos CM,TRUE,341,Pelda.1896,7804,23.098,96.766,93.083,94.234,89.075,0,0,0,0,1.729,325879,1,12,71.3333333333333,2,leftover/trash/whatever,DPS,
9,Twin Largos CM,TRUE,341,Arikashin.2675,4193,23.756,91.534,95.221,87.969,90.682,0,25.092,0,0,0,397633,2,10,85.2941176470588,2,leftover/trash/whatever,DPS,
1,Conjured Amalgamate CM,TRUE,132,Tarasicodissa.7084,35815,24.231,99.357,99.938,100,50.474,0,0,0,0,0,18179,0,1,100,0,dps,DPS,
2,Conjured Amalgamate CM,TRUE,132,Morg.8143,32657,23.652,99.6,98.179,100,71.787,0.39,0,0,0,0,13344,0,1,97.165991902834,0,dps,DPS,
4,Conjured Amalgamate CM,TRUE,132,yelle.7165,38793,24.335,99.6,98.547,100,53.038,0.067,0,0,0,0,2781,0,3,100,0,dps,DPS,
6,Conjured Amalgamate CM,TRUE,132,GoGo.8725,10592,23.432,98.731,99.903,96.061,90.511,0,0,0,0,0,46203,0,0,97.0149253731343,2,leftover/trash/whatever,DPS,
7,Conjured Amalgamate CM,TRUE,132,Pelda.1896,37767,23.994,97.822,99.903,100,96.556,0.847,19.154,0,0,0,7875,0,2,100,0,dps,DPS,
9,Conjured Amalgamate CM,TRUE,132,Arikashin.2675,38037,24.258,99.6,99.903,100,96.556,0,23.089,0,0,0,28299,0,1,97.8102189781022,0,dps,DPS,
10,Conjured Amalgamate CM,TRUE,132,Conjured Sword,22767,,,,,,0,0,0,0,0,0,0,0,100,0,dps,Heal,
1,Qadim the Peerless CM,TRUE,308,Morg.8143,0,23.574,99.292,97.808,97.23,68.752,0.561,0,0,0,0,101612,0,2,100,2,leftover/trash/whatever,DPS,
2,Qadim the Peerless CM,TRUE,308,yelle.7165,0,22.049,98.956,88.478,80.487,36.681,0,13.966,0,0,0,108386,0,0,29.4117647058823,2,leftover/trash/whatever,DPS,
3,Qadim the Peerless CM,TRUE,308,Tarasicodissa.7084,0,23.979,96.681,91.776,97.05,60.886,2.459,0,0,0,0,89377,0,16,0,2,leftover/trash/whatever,DPS,
6,Qadim the Peerless CM,TRUE,308,Arikashin.2675,0,20.502,92.098,89.061,68.581,31.534,0,8.465,0,0,0,111493,0,2,0,2,leftover/trash/whatever,DPS,
7,Qadim the Peerless CM,TRUE,308,GoGo.8725,0,16.506,71.521,84.435,82.164,17.57,0.881,0,0,0,0,169174,0,7,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,308,Pelda.1896,0,18.876,93.355,82.132,75.02,23.611,0.791,0,0,0,0,208237,1,19,81.8181818181818,2,leftover/trash/whatever,DPS,
0,Cardinal Adina CM,TRUE,225,Morg.8143,12172,22.923,93.418,94.088,96.478,81.284,0,0,0,0,0,152058,0,1,99.6515679442509,2,leftover/trash/whatever,DPS,
2,Cardinal Adina CM,TRUE,225,yelle.7165,13572,22.591,97.717,92.101,94.722,70.614,0,25.202,0,0,0,169916,0,4,91.743119266055,0,dps,DPS,
3,Cardinal Adina CM,TRUE,225,Tarasicodissa.7084,11446,23.01,98.551,92.101,94.544,70.276,3.944,0,0,0,0,135425,0,1,96.3235294117647,2,leftover/trash/whatever,DPS,
6,Cardinal Adina CM,TRUE,225,Arikashin.2675,12090,22.757,98.248,97.801,78.781,65.824,0,16.474,0,0,0,170198,0,1,78.9473684210526,2,leftover/trash/whatever,DPS,
7,Cardinal Adina CM,TRUE,225,GoGo.8725,12492,23.15,98.12,95.835,92.047,59.733,0,26.902,0,0,0,158325,0,3,92.2772277227723,2,leftover/trash/whatever,DPS,
9,Cardinal Adina CM,TRUE,225,Pelda.1896,15046,23.001,97.717,96.276,94.794,69.953,0.409,15.819,0,0,0,156839,0,0,86.150234741784,0,dps,DPS,
1,Cardinal Sabir CM,TRUE,258,Morg.8143,17371,24.782,99.569,99.615,99.832,49.364,0,0,0,0,0,251145,0,0,80.188679245283,0,dps,DPS,
2,Cardinal Sabir CM,TRUE,258,yelle.7165,21348,24.864,99.557,99.603,99.832,58.178,0,27.587,0,0,0,276364,0,2,87.0722433460076,0,dps,DPS,
3,Cardinal Sabir CM,TRUE,258,Tarasicodissa.7084,16364,24.778,99.569,99.603,99.832,45.566,3.488,0,0,0,0,231850,0,8,81.0756972111554,0,dps,DPS,
6,Cardinal Sabir CM,TRUE,258,Arikashin.2675,16277,23.013,99.569,94.835,93.944,63.497,0,26.363,0,0,0,251905,0,2,76.3428571428571,0,dps,DPS,
7,Cardinal Sabir CM,TRUE,258,GoGo.8725,16642,24.201,98.523,97.514,98.797,68.002,0,22.948,0,0,0,222927,0,1,86.307519640853,0,dps,DPS,
1,Cardinal Sabir CM,TRUE,241,Morg.8143,14907,23.596,99.871,97.278,97.804,79.974,0.732,0,0,0,0,211901,0,1,81.0623556581986,0,dps,DPS,
2,Cardinal Sabir CM,TRUE,241,yelle.7165,20881,24.634,99.869,99.625,99.043,84.389,0,22.141,0,0,0.427,224499,0,1,91.0732196589769,0,dps,DPS,
5,Cardinal Sabir CM,TRUE,241,Tarasicodissa.7084,15311,24.505,99.76,97.21,99.043,65.267,4.349,0,0,0,0,230097,1,3,65.2073732718894,0,dps,DPS,
7,Cardinal Sabir CM,TRUE,241,GoGo.8725,16644,23.143,98.628,97.21,93.504,67.903,0,28.336,0,0,0.3,220831,0,4,79.3144208037825,0,dps,DPS,
8,Cardinal Sabir CM,TRUE,241,Arikashin.2675,14712,21.732,99.379,95.933,79.296,58.656,0,19.587,0,0,0.525,221569,1,5,68.7092568448501,0,dps,DPS,
1,Cardinal Adina CM,TRUE,250,Morg.8143,5237,22.969,98.225,95.041,92.07,96.988,0.254,0,0,0,0,49157,1,0,100,2,leftover/trash/whatever,DPS,
2,Cardinal Adina CM,TRUE,250,yelle.7165,13177,23.36,97.826,96.715,96.724,71.684,0,23.521,0,0,0,213488,1,2,95.8408679927667,0,dps,DPS,
6,Cardinal Adina CM,TRUE,250,Tarasicodissa.7084,11202,23.07,98.287,94.59,95.833,82.434,4.002,0,0,0,1.237,185146,0,2,77.5075987841945,2,leftover/trash/whatever,DPS,
7,Cardinal Adina CM,TRUE,250,GoGo.8725,11700,23.065,97.758,94.59,85.784,64.779,0,23.84,0,0,1.155,196192,0,1,83.0570902394107,2,leftover/trash/whatever,DPS,
8,Cardinal Adina CM,TRUE,250,Arikashin.2675,10939,22.16,99.761,99.268,81.655,80.442,0,18.466,0,0,0,202523,1,0,88.1453154875717,2,leftover/trash/whatever,DPS,
1,Qadim the Peerless CM,TRUE,317,Morg.8143,0,23.141,96.855,98.406,93.079,69.02,0.299,0,0,0,0,146332,0,0,0,2,leftover/trash/whatever,DPS,
2,Qadim the Peerless CM,TRUE,317,yelle.7165,0,22.734,96.541,95.872,65.16,34.469,0,13.392,0,0,0,153978,0,12,0,2,leftover/trash/whatever,DPS,
3,Qadim the Peerless CM,TRUE,317,Styx.3278,0,18.684,95.64,71.335,60.645,83.612,0,5.553,0,0,0,157582,0,3,0,2,leftover/trash/whatever,DPS,
6,Qadim the Peerless CM,TRUE,317,Tarasicodissa.7084,0,19.897,83.459,82.106,77.841,43.564,1.18,0,0,0,0,85689,0,11,0,2,leftover/trash/whatever,DPS,
7,Qadim the Peerless CM,TRUE,317,Arikashin.2675,0,22.322,95.596,95.889,76.248,53.204,0,14.599,0,0,0,183328,0,0,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,317,GoGo.8725,0,16.084,86.301,73.695,70.494,35.024,0.838,0,0,0,0,239575,0,13,0,2,leftover/trash/whatever,DPS,
1,Conjured Amalgamate CM,TRUE,145,Styx.3278,34799,24.256,99.763,100,100,98.698,0,0,0,0,7.923,33287,0,2,100,0,dps,DPS,
2,Conjured Amalgamate CM,TRUE,145,Morg.8143,36945,24.005,99.763,96.973,100,100,0.371,0,0,0,0,53466,0,8,85.7142857142857,0,dps,DPS,
3,Conjured Amalgamate CM,TRUE,145,yelle.7165,27423,24.21,99.763,96.074,99.493,96.653,0,0,0,0,34.466,32185,0,1,100,0,dps,DPS,
5,Conjured Amalgamate CM,TRUE,145,Tarasicodissa.7084,32357,24.705,56.541,98.724,100,85.87,0,0,0,0,0,43102,0,0,100,0,dps,DPS,
7,Conjured Amalgamate CM,TRUE,145,GoGo.8725,11961,24.472,86.762,98.724,99.443,69.191,0,0,0,0,0,70844,0,0,90.2439024390244,2,leftover/trash/whatever,DPS,
9,Conjured Amalgamate CM,TRUE,145,Arikashin.2675,27243,24.601,95.419,98.724,100,95.633,0.027,31.225,0,0,0,76921,1,0,90.7801418439716,0,dps,DPS,
10,Conjured Amalgamate CM,TRUE,145,Conjured Sword,22913,,,,,,0,0,0,0,0,0,0,0,100,0,dps,Heal,
1,Twin Largos CM,TRUE,309,Morg.8143,13861,21.345,99.461,69.196,99.414,63.954,0,0,0,0,0,318510,0,7,75.6152125279642,0,dps,DPS,
2,Twin Largos CM,TRUE,309,Styx.3278,11031,22.224,99.418,66.845,99.41,73.399,0,21.691,0,0,0,319332,1,7,78.4711388455538,2,leftover/trash/whatever,DPS,
4,Twin Largos CM,TRUE,309,yelle.7165,9136,22.571,97.98,73.202,98.238,66.282,0,15.714,0,0,0,160486,1,10,95.1851851851852,2,leftover/trash/whatever,DPS,
8,Twin Largos CM,TRUE,309,Tarasicodissa.7084,5361,24.602,98.969,83.783,99.804,87.011,4.056,0,0,0,0,280457,0,12,72.3618090452261,2,leftover/trash/whatever,DPS,
9,Twin Largos CM,TRUE,309,Arikashin.2675,3585,24.039,98.4,84.112,90.383,84.05,0,23.064,0,0,0,274296,0,4,65.3679653679654,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,575,Morg.8143,4087,20.007,99.948,98.287,88.387,78.602,0.188,0,0,0,0,357735,2,0,61.9186046511628,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,575,yelle.7165,3926,18.028,90.341,80.754,77.433,61.054,0.033,0,0,0,0,280591,1,9,76.3723150357995,2,leftover/trash/whatever,DPS,
4,Qadim CM,TRUE,575,Styx.3278,2857,20.759,94.306,99.631,89.329,69.028,0.067,0,0,0,5.201,321726,2,3,72.6315789473684,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,575,GoGo.8725,3364,17.764,80.359,83.776,56.914,41.335,0,0,0,0,0.782,287329,2,1,65.4952076677316,2,leftover/trash/whatever,DPS,
8,Qadim CM,TRUE,575,Tarasicodissa.7084,8201,17.615,87.549,94.792,65.719,57.349,0,0,0,0,0,361217,1,7,83.0963665086888,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,575,Arikashin.2675,1334,14.741,99.5,90.805,43.794,42.145,0.059,6.305,0,0,0,106110,2,2,72.4489795918367,2,leftover/trash/whatever,DPS,
1,Soulless Horror CM,TRUE,210,Styx.3278,31357,22.959,98.361,97.504,94.667,95.547,0,21.874,0,0,0,285664,0,16,85.6459330143541,0,dps,DPS,
3,Soulless Horror CM,TRUE,210,yelle.7165,26559,22.818,98.29,97.048,92.32,94.763,0,16.346,0,0,0.571,219835,0,17,84.1758241758242,0,dps,DPS,
4,Soulless Horror CM,TRUE,210,Morg.8143,30726,22.031,93.355,95.19,95.282,86.667,0,0,0,0,0,294341,0,4,81.2280701754386,0,dps,DPS,
8,Soulless Horror CM,TRUE,210,Arikashin.2675,2384,19.641,73.934,89.407,86.116,76.524,0,4.848,0,0,0,26057,0,0,59.5505617977528,2,leftover/trash/whatever,DPS,
1,Cairn CM,TRUE,85,Styx.3278,27458,22.927,99.071,97.67,99.466,39.372,2.334,36.102,0,0,0,40880,0,0,95.0819672131147,0,dps,DPS,
2,Cairn CM,TRUE,85,yelle.7165,32435,23.918,99.071,97.67,99.463,79.342,0,19.726,0,0,0,50796,0,0,92.9411764705882,0,dps,DPS,
3,Cairn CM,TRUE,85,Morg.8143,28600,23.16,99.069,97.67,99.464,51.105,0,0,0,0,0,45680,0,0,94.8598130841122,0,dps,DPS,
6,Cairn CM,TRUE,85,GoGo.8725,29192,24.614,99.829,87.068,99.554,87.694,0,25.914,0,0,0,41667,0,0,90.2564102564103,0,dps,DPS,
7,Cairn CM,TRUE,85,Tarasicodissa.7084,28063,24.117,99.829,87.068,99.554,92.76,4.727,0,0,0,0,31474,0,0,94.1489361702128,0,dps,DPS,
8,Cairn CM,TRUE,85,Arikashin.2675,29423,24.666,99.829,89.069,99.554,92.76,0,23.975,0,0,0,48854,0,0,94.7630922693267,0,dps,DPS,
1,Dhuum CM,TRUE,425,Styx.3278,11867,17.241,91.231,83.005,61.507,68.624,2.498,0,0,0,0,292563,3,7,48.512585812357,2,leftover/trash/whatever,DPS,
3,Dhuum CM,TRUE,425,yelle.7165,13879,18.046,90.244,76.859,66.993,60.482,0,20.085,0,0,0,328079,2,1,79.0772532188841,0,dps,DPS,
4,Dhuum CM,TRUE,425,Morg.8143,10811,14.28,54.359,64.574,56.961,60.59,0,0,0,0,0,332428,2,0,59.0330788804071,2,leftover/trash/whatever,DPS,
5,Dhuum CM,TRUE,425,GoGo.8725,8432,17.373,74.311,87.644,51.996,64.619,1.658,0,0,0,0.338,221115,0,7,77.0685579196218,2,leftover/trash/whatever,DPS,
7,Dhuum CM,TRUE,425,Tarasicodissa.7084,11942,19.722,77.314,88.274,73.307,88.189,2.195,0,0,0,0,257407,0,7,62.7232142857143,2,leftover/trash/whatever,DPS,
9,Dhuum CM,TRUE,425,Arikashin.2675,11791,18.882,89.753,88.78,57.956,79.577,0,15.938,0,0,0,244005,2,4,78.2305005820722,2,leftover/trash/whatever,DPS,
1,Mursaat Overseer CM,TRUE,109,Styx.3278,33017,23.227,98.578,97.483,98.7,,2.268,32.834,0,0,0,66928,0,0,87.6777251184834,0,dps,DPS,
2,Mursaat Overseer CM,TRUE,109,Morg.8143,35081,23.644,98.578,97.628,98.701,,0,0,0,0,0,76678,0,0,100,0,dps,DPS,
4,Mursaat Overseer CM,TRUE,109,yelle.7165,33863,24.358,98.578,97.484,98.7,20.101,0,27.613,0,0,0,75703,0,0,100,0,dps,DPS,
6,Mursaat Overseer CM,TRUE,109,GoGo.8725,27142,24.606,98.923,99.276,98.526,92.758,0,29.004,0,0,0,74562,0,1,98.2,0,dps,DPS,
7,Mursaat Overseer CM,TRUE,109,Tarasicodissa.7084,28138,24.48,98.923,99.275,99.374,94.885,4.566,0,0,0,0,69442,0,1,96.309963099631,0,dps,DPS,
9,Mursaat Overseer CM,TRUE,109,Arikashin.2675,23902,24.676,98.923,99.276,99.374,94.885,0,31.736,0,0,0,85554,0,0,99,0,dps,DPS,
1,Samarog CM,TRUE,412,Styx.3278,11543,21.793,99.41,54.684,96.691,66.08,1.507,17.597,0,0,0,221447,0,1,97.4719101123596,2,leftover/trash/whatever,DPS,
2,Samarog CM,TRUE,412,Morg.8143,8435,22.149,99.204,79.443,99.412,58.361,0,20.548,0,0,0,198855,0,0,98.443579766537,2,leftover/trash/whatever,DPS,
4,Samarog CM,TRUE,412,yelle.7165,13786,21.464,99.47,41.867,92.319,58.861,0,31.223,0,0,0,237780,0,3,96.1614173228347,0,dps,DPS,
6,Samarog CM,TRUE,412,GoGo.8725,15097,24.225,99.47,96.822,95.344,80.147,0,21.519,0,0,0,262552,0,3,92.1671018276762,0,dps,DPS,
7,Samarog CM,TRUE,412,Tarasicodissa.7084,11299,24.568,98.981,95.519,99.098,80.763,3.574,0,0,0,0,187502,0,3,99.3492407809111,2,leftover/trash/whatever,DPS,
9,Samarog CM,TRUE,412,Arikashin.2675,13328,23.008,99.47,85.624,91.806,61.984,0,22.029,0,0,0,279323,0,2,84.593837535014,0,dps,DPS,
0,Deimos CM,TRUE,322,Styx.3278,169,19.347,95.141,92.096,86.253,44.813,2.038,14.206,0,0,0,184892,0,0,100,2,leftover/trash/whatever,DPS,
1,Deimos CM,TRUE,322,Morg.8143,567,13.777,95.184,68.57,67.71,10.919,0.253,0,0,0,0,405464,1,0,100,2,leftover/trash/whatever,DPS,
4,Deimos CM,TRUE,322,yelle.7165,0,18.351,97.955,81.312,79.046,8.755,0,14.531,0,0,0,263588,1,1,0,2,leftover/trash/whatever,DPS,
7,Deimos CM,TRUE,322,GoGo.8725,0,17.254,94.454,81.915,65.42,50.59,0,17.307,0,0,0,235599,3,0,0,2,leftover/trash/whatever,DPS,
8,Deimos CM,TRUE,322,Tarasicodissa.7084,0,20.449,94.63,90.2,91.916,70.188,4.668,0,0,0,0,189968,0,1,0,2,leftover/trash/whatever,DPS,
9,Deimos CM,TRUE,322,Arikashin.2675,0,19.064,95.534,91.104,69.166,64.148,0,15.31,0,0,0,199574,0,2,0,2,leftover/trash/whatever,DPS,
10,Deimos CM,TRUE,322,Shackled Prisoner,0,,,,,,0,0,0,0,0,240721,0,0,0,2,leftover/trash/whatever,Heal,
11,Deimos CM,TRUE,322,Saul D'Alessio,0,2.587,28.212,,21.756,,0,0,0,0,0,242,0,0,0,2,leftover/trash/whatever,Heal,
2,Keep Construct CM,TRUE,317,Morg.8143,21118,17.411,99.107,81.944,81.947,76.901,0.235,0,0,0,0,259680,1,0,80.461811722913,0,dps,DPS,
4,Keep Construct CM,TRUE,317,yelle.7165,22197,19.159,93.656,87.921,83.909,74,0.073,0,0,0,0.473,236895,0,25,88.5572139303483,0,dps,DPS,
5,Keep Construct CM,TRUE,317,GoGo.8725,19760,23.075,76.175,98.893,89.513,94.13,0,0,0,0,2.357,188307,0,0,67.0433145009416,0,dps,DPS,
7,Keep Construct CM,TRUE,317,Arikashin.2675,20265,23.099,98.512,93.255,94.31,91.63,0,35.225,0,0,0,191611,0,5,84.2050209205021,0,dps,DPS,
8,Keep Construct CM,TRUE,317,Tarasicodissa.7084,21150,23.685,53.98,96.18,97.917,88.69,0,0,0,0,0,167227,0,0,87.98751950078,0,dps,DPS,
2,Xera,FALSE,272,Morg.8143,57,17.039,84.438,61.885,77.836,60.363,0.126,0,0,0,0,46923,0,0,100,2,leftover/trash/whatever,DPS,
4,Xera,FALSE,272,yelle.7165,0,15.925,68.749,56.818,71.777,37.86,0.008,0,0,0,0,74935,1,11,0,2,leftover/trash/whatever,DPS,
6,Xera,FALSE,272,Tarasicodissa.7084,55,22.526,86.613,95.041,79.805,90.233,2.709,0,0,0,0,61388,0,54,100,2,leftover/trash/whatever,DPS,
7,Xera,FALSE,272,GoGo.8725,0,23.641,76.344,96.497,86.525,91.367,0,0,0,0,0.66,70519,0,4,0,2,leftover/trash/whatever,DPS,
8,Xera,FALSE,272,Arikashin.2675,13,22.137,95.099,96.497,67.347,78.731,0.008,23.103,0,0,0,67200,0,9,100,2,leftover/trash/whatever,DPS,
0,Slothasor,FALSE,166,yelle.7165,20668,21.953,97.508,97.244,94.414,89.602,0,16.707,0,0,0,179808,0,37,88.7596899224806,0,dps,DPS,
1,Slothasor,FALSE,166,Styx.3278,20953,23.074,97.526,95.899,94.769,95.264,0,27.076,0,0,0,160720,0,30,91.8181818181818,0,dps,DPS,
3,Slothasor,FALSE,166,Morg.8143,16655,20.056,95.91,92.066,91.946,92.419,0.173,0,0,0,0,250898,2,2,83.5616438356164,0,dps,DPS,
5,Slothasor,FALSE,166,Arikashin.2675,3838,17.112,76.308,42.191,68.852,56.821,0.013,18.557,0,0,0,159546,3,5,38.4,2,leftover/trash/whatever,DPS,
8,Slothasor,FALSE,166,Tarasicodissa.7084,16348,24.088,44.286,82.168,94.554,75.493,0,0,0,0,0,185351,2,4,79.2410714285714,0,dps,DPS,
